loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
category IMP: count 267 avg error 1.07717 baseline avg error 1.09319 avg improvement 0.0160187
overall: count 4000 avg error 0.194193 baseline avg error 0.185543 avg improvement -0.00865047
worst entries: 
0: 3452  label: -1 pred: -0.0122987 bl: -0.4294 POSS error_pred: 0.975554 error_bl: 0.325584 improvement: -0.64997
    min: -0.969  max: 0.9725 avg: 0.002836
explanation: 
no explanation

1: 2721  label: -1 pred: -0.257002 bl: -0.7675 POSS error_pred: 0.552046 error_bl: 0.0540562 improvement: -0.49799
    min: -1  max: 0.448 avg: -0.295502
explanation: 
no explanation

2: 1422  label: -1 pred: 0.359924 bl: 0.1814 IMP error_pred: 1.84939 error_bl: 1.39571 improvement: -0.453688
    min: -0.287  max: 0.801 avg: 0.374506
explanation: 
no explanation

3: 343  label: -1 pred: 0.512217 bl: 0.3604 IMP error_pred: 2.2868 error_bl: 1.85069 improvement: -0.436112
    min: -0.1085  max: 0.9345 avg: 0.54374
explanation: 
no explanation

4: 3954  label: -1 pred: -0.334562 bl: -0.80525 POSS error_pred: 0.442808 error_bl: 0.0379276 improvement: -0.40488
    min: -1  max: 0.5665 avg: -0.398432
explanation: 
no explanation

5: 1082  label: -1 pred: -0.106896 bl: -0.3378 POSS error_pred: 0.797635 error_bl: 0.438509 improvement: -0.359127
    min: -0.733  max: 0.6165 avg: -0.117812
explanation: 
no explanation

6: 698  label: -1 pred: 0.0664869 bl: -0.109 IMP error_pred: 1.13739 error_bl: 0.793881 improvement: -0.343513
    min: -0.3245  max: 0.405 avg: 0.062996
explanation: 
no explanation

7: 2946  label: -1 pred: 0.310621 bl: 0.17975 IMP error_pred: 1.71773 error_bl: 1.39181 improvement: -0.325917
    min: -0.2075  max: 0.597 avg: 0.306006
explanation: 
no explanation

8: 296  label: -1 pred: -0.427819 bl: -0.91215 POSS error_pred: 0.327392 error_bl: 0.00771762 improvement: -0.319674
    min: -1  max: 0.262 avg: -0.557846
explanation: 
no explanation

9: 2775  label: -1 pred: -0.127536 bl: -0.3298 POSS error_pred: 0.761194 error_bl: 0.449168 improvement: -0.312026
    min: -0.5345  max: 0.305 avg: -0.142844
explanation: 
no explanation

10: 2059  label: -1 pred: 0.124725 bl: -0.02305 IMP error_pred: 1.26501 error_bl: 0.954431 improvement: -0.310575
    min: -0.2215  max: 0.556 avg: 0.123206
explanation: 
no explanation

11: 2094  label: -1 pred: -0.0969021 bl: -0.2843 POSS error_pred: 0.815586 error_bl: 0.512227 improvement: -0.303359
